State Rank,NEET Rank,Percentile,NEET Score,Final Score,Gender,Category,Local,EWS,Minority
21154,783909,61.4498410,183,183,F,BCD,OU,No,No
21155,783991,61.4498410,183,183,M,BCE,OU,No,MSM
21156,784066,61.4498410,183,183,F,OC,OU,No,MSM
21157,784449,61.4498410,183,183,M,SC,OU,No,No
21158,784517,61.4498410,183,183,F,OC,OU,No,MSM
21159,785002,61.4498410,183,183,F,SC,OU,No,No
21160,785145,61.4498410,183,183,F,ST,SVU,No,No
21161,785757,61.4498410,183,183,F,OC,OU,No,No
21162,785854,61.4498410,183,183,F,BCD,OU,No,No
21163,807796,60.1938295,177,5.31,F,BCB,OU,No,MSM
21164,785915,61.2541180,182,182,M,BCC,OU,No,No
21165,785968,61.2541180,182,182,F,BCE,OU,No,MSM
21166,786091,61.2541180,182,182,M,BCE,OU,No,MSM
21167,786093,61.2541180,182,182,F,SC,OU,No,No
21168,786109,61.2541180,182,182,F,OC,OU,No,MSM
21169,786153,61.2541180,182,182,M,ST,OU,No,No
21170,786176,61.2541180,182,182,F,BCA,OU,No,No
21171,786200,61.2541180,182,182,F,OC,OU,No,No
21172,786407,61.2541180,182,182,F,BCB,OU,No,No
21173,786592,61.2541180,182,182,F,OC,OU,No,MSM
21174,786680,61.2541180,182,182,F,SC,OU,No,No
21175,786686,61.2541180,182,182,F,BCE,OU,No,MSM
21176,786861,61.2541180,182,182,F,SC,OU,No,No
21177,787186,61.2541180,182,182,F,OC,AU,No,No
21178,787274,61.2541180,182,182,F,BCA,SVU,No,No
21179,787588,61.2541180,182,182,M,ST,OU,No,No
21180,787715,61.2541180,182,182,F,OC,OU,No,No
21181,788028,61.2541180,182,182,M,OC,OU,No,No
21182,788193,61.2541180,182,182,F,ST,OU,No,No
21183,788969,61.2541180,182,182,F,OC,OU,No,No
21184,789213,61.2541180,182,182,M,BCE,OU,No,MSM
21185,790177,61.0490259,181,181,M,BCB,OU,No,No
21186,790433,61.0490259,181,181,M,BCA,OU,No,No
21187,790482,61.0490259,181,181,F,SC,OU,No,No
21188,790518,61.0490259,181,181,F,BCA,OU,No,No
21189,790781,61.0490259,181,181,M,ST,SVU,No,No
21190,790855,61.0490259,181,181,F,SC,OU,No,No
21191,790911,61.0490259,181,181,F,BCB,OU,No,No
21192,791187,61.0490259,181,181,F,BCB,OU,No,No
21193,791269,61.0490259,181,181,F,OC,OU,No,No
21194,791292,61.0490259,181,181,F,OC,OU,No,MSM
21195,792121,61.0490259,181,181,M,BCE,OU,No,MSM
21196,792147,61.0490259,181,181,F,OC,OU,No,No
21197,792353,61.0490259,181,181,F,OC,OU,No,No
21198,792423,61.0490259,181,181,M,ST,OU,No,No
21199,792766,61.0490259,181,181,F,BCE,OU,No,MSM
21200,792851,61.0490259,181,181,M,SC,OU,No,No
21201,794096,60.8032195,180,180,M,SC,OU,No,No
21202,794195,60.8032195,180,180,M,BCB,OU,No,No
21203,794272,60.8032195,180,180,M,BCE,OU,No,MSM
21204,794538,60.8032195,180,180,F,SC,OU,No,No
21205,794760,60.8032195,180,180,F,OC,OU,No,MSM
21206,794775,60.8032195,180,180,F,OC,OU,No,No
21207,794801,60.8032195,180,180,F,ST,OU,No,No
21208,794861,60.8032195,180,180,M,BCB,OU,No,No
21209,794880,60.8032195,180,180,F,SC,OU,No,No
21210,795233,60.8032195,180,180,M,SC,OU,No,No
21211,795343,60.8032195,180,180,F,BCD,OU,No,No
21212,795507,60.8032195,180,180,F,SC,AU,No,No
21213,795649,60.8032195,180,180,F,OC,OU,No,No
21214,795730,60.8032195,180,180,M,ST,AU,No,No
21215,796108,60.8032195,180,180,M,BCA,OU,No,No
21216,796412,60.8032195,180,180,F,BCE,OU,No,MSM
21217,796629,60.8032195,180,180,F,SC,OU,No,No
21218,796671,60.8032195,180,180,F,SC,OU,No,No
21219,796675,60.8032195,180,180,F,BCC,AU,No,No
21220,796803,60.8032195,180,180,F,BCB,OU,No,No
21221,797399,60.8032195,180,180,F,SC,OU,No,No
21222,797726,60.8032195,180,180,F,OC,AU,No,No
21223,798079,60.8032195,180,180,F,OC,OU,No,No
21224,798161,60.8032195,180,180,F,ST,OU,No,No
21225,798637,60.8032195,180,180,F,BCA,AU,No,No
21226,799270,60.6004328,179,179,F,BCE,OU,No,MSM
21227,799559,60.6004328,179,179,M,BCB,SVU,No,No
21228,799617,60.6004328,179,179,F,ST,OU,No,No
21229,799923,60.6004328,179,179,F,SC,OU,No,No
21230,800113,60.6004328,179,179,F,BCE,OU,No,MSM
21231,800132,60.6004328,179,179,M,OC,OU,No,No
21232,800319,60.6004328,179,179,M,SC,OU,No,No
21233,800425,60.6004328,179,179,F,BCB,OU,No,No
21234,800649,60.6004328,179,179,F,SC,OU,No,No
21235,801041,60.6004328,179,179,F,OC,AU,No,No
21236,801114,60.6004328,179,179,F,ST,OU,No,No
21237,801253,60.6004328,179,179,F,BCA,OU,No,No
21238,801583,60.6004328,179,179,M,SC,OU,No,No
21239,801617,60.6004328,179,179,F,OC,OU,No,No
21240,802757,60.6004328,179,179,M,ST,AU,No,No
21241,803117,60.6004328,179,179,F,SC,OU,No,No
21242,803788,60.4016195,178,178,F,BCB,OU,No,No
21243,803949,60.4016195,178,178,F,OC,OU,No,No
21244,803957,60.4016195,178,178,F,BCA,OU,No,No
21245,804263,60.4016195,178,178,F,BCB,OU,No,No
21246,804863,60.4016195,178,178,M,BCB,OU,No,No
21247,805079,60.4016195,178,178,M,SC,AU,No,No
21248,805274,60.4016195,178,178,F,ST,OU,No,No
21249,805461,60.4016195,178,178,F,SC,OU,No,No
21250,805744,60.4016195,178,178,M,SC,OU,No,No
21251,807147,60.4016195,178,178,M,SC,OU,No,No
21252,807291,60.1938295,177,177,F,BCA,OU,No,No
21253,807522,60.1938295,177,177,F,SC,OU,No,No
21254,807593,60.1938295,177,177,F,OC,OU,No,MSM
21255,807679,60.1938295,177,177,F,BCE,OU,No,MSM
21256,807750,60.1938295,177,177,F,OC,OU,No,No
21257,807839,60.1938295,177,177,F,SC,OU,No,No
21258,808092,60.1938295,177,177,F,BCE,OU,No,MSM
21259,808151,60.1938295,177,177,F,BCB,OU,No,No
21260,808205,60.1938295,177,177,F,SC,OU,No,No
21261,808500,60.1938295,177,177,F,BCA,OU,No,No
21262,808572,60.1938295,177,177,M,OC,AU,No,No
21263,808620,60.1938295,177,177,F,BCD,OU,No,No
21264,808864,60.1938295,177,177,F,BCE,OU,No,MSM
21265,809165,60.1938295,177,177,M,BCA,OU,No,No
21266,809450,60.1938295,177,177,F,BCA,AU,No,No
21267,809501,60.1938295,177,177,F,BCD,OU,No,No
21268,809535,60.1938295,177,177,F,BCB,OU,No,No
21269,810824,60.1938295,177,177,F,BCD,OU,No,No
21270,811643,59.9785342,176,176,F,BCA,OU,No,No
21271,811817,59.9785342,176,176,F,SC,OU,No,No
21272,811854,59.9785342,176,176,M,BCE,OU,No,MSM
21273,812336,59.9785342,176,176,F,SC,AU,No,No
21274,812432,59.9785342,176,176,F,SC,OU,No,No
21275,812450,59.9785342,176,176,M,SC,OU,No,No
21276,812923,59.9785342,176,176,F,BCE,OU,No,MSM
21277,813202,59.9785342,176,176,F,OC,OU,No,No
21278,813221,59.9785342,176,176,F,OC,AU,No,No
21279,813416,59.9785342,176,176,F,BCA,OU,No,No
21280,813417,59.9785342,176,176,M,SC,OU,No,No
21281,813525,59.9785342,176,176,M,BCB,OU,No,No
21282,813853,59.9785342,176,176,M,SC,OU,No,No
21283,813918,59.9785342,176,176,F,OC,SVU,No,MSM
21284,814171,59.9785342,176,176,F,SC,SVU,No,No
21285,814197,59.9785342,176,176,F,OC,OU,No,No
21286,814618,59.9785342,176,176,F,SC,OU,No,No
21287,815708,59.9785342,176,176,F,OC,OU,No,No
21288,815715,59.9785342,176,176,F,BCA,OU,No,No
21289,816299,59.7293922,175,175,F,OC,OU,No,No
21290,816453,59.7293922,175,175,F,BCB,OU,No,No
21291,816519,59.7293922,175,175,F,OC,SVU,No,MSM
21292,816540,59.7293922,175,175,F,OC,OU,No,No
21293,816614,59.7293922,175,175,M,SC,NL,No,No
21294,816622,59.7293922,175,175,F,SC,OU,No,No
21295,816974,59.7293922,175,175,F,BCB,OU,No,No
21296,817000,59.7293922,175,175,F,BCE,OU,No,MSM
21297,817082,59.7293922,175,175,M,OC,OU,No,No
21298,817092,59.7293922,175,175,F,BCB,OU,No,No
21299,817101,59.7293922,175,175,F,BCE,OU,No,MSM
21300,817113,59.7293922,175,175,F,BCB,OU,No,No
21301,817121,59.7293922,175,175,F,BCB,OU,No,No
21302,817413,59.7293922,175,175,F,BCA,OU,No,No
21303,817467,59.7293922,175,175,F,OC,OU,No,MSM
21304,817510,59.7293922,175,175,M,SC,OU,No,No
21305,817742,59.7293922,175,175,F,BCB,OU,No,No
21306,818470,59.7293922,175,175,F,SC,OU,No,No
21307,819488,59.7293922,175,175,M,BCD,OU,No,No
21308,819553,59.7293922,175,175,F,OC,OU,No,No
21309,820327,59.7293922,175,175,F,OC,OU,No,No
21310,845810,58.4064719,169,5.07,F,OC,SVU,No,No
21311,821194,59.5219945,174,174,F,SC,OU,No,No
21312,821241,59.5219945,174,174,F,BCB,OU,No,No
21313,821249,59.5219945,174,174,F,SC,OU,No,No
21314,821252,59.5219945,174,174,F,SC,OU,No,No
21315,821408,59.5219945,174,174,F,OC,OU,No,MSM
21316,821521,59.5219945,174,174,F,SC,OU,No,No
21317,821553,59.5219945,174,174,F,SC,OU,No,No
21318,822419,59.5219945,174,174,M,SC,OU,No,No
21319,822637,59.5219945,174,174,F,ST,SVU,No,No
21320,822647,59.5219945,174,174,F,BCE,OU,No,MSM
21321,823014,59.5219945,174,174,F,BCE,OU,No,MSM
21322,823031,59.5219945,174,174,F,BCA,OU,No,No
21323,823088,59.5219945,174,174,F,OC,OU,No,MSM
21324,823700,59.5219945,174,174,F,OC,OU,No,No
21325,824098,59.5219945,174,174,F,OC,OU,No,No
21326,824683,59.5219945,174,174,M,BCD,OU,No,No
21327,824792,59.5219945,174,174,F,OC,OU,No,No
21328,824995,59.5219945,174,174,F,SC,OU,No,No
21329,825548,59.3151855,173,173,F,ST,AU,No,No
21330,825634,59.3151855,173,173,F,BCE,OU,No,MSM
21331,826103,59.3151855,173,173,M,OC,AU,No,No
21332,826203,59.3151855,173,173,F,SC,SVU,No,No
21333,826239,59.3151855,173,173,F,OC,OU,No,No
21334,826271,59.3151855,173,173,F,OC,OU,No,MSM
21335,826382,59.3151855,173,173,M,OC,NL,No,No
21336,826584,59.3151855,173,173,F,SC,OU,No,No
21337,827752,59.3151855,173,173,M,BCA,AU,No,No
21338,827840,59.3151855,173,173,F,BCD,OU,No,No
21339,827983,59.3151855,173,173,M,BCE,OU,No,MSM
21340,828035,59.3151855,173,173,F,OC,NL,No,No
21341,828153,59.3151855,173,173,F,BCB,OU,No,No
21342,828627,59.3151855,173,173,M,OC,OU,No,MSM
21343,829317,59.3151855,173,173,F,SC,OU,No,No
21344,829464,59.1054824,172,172,F,SC,OU,No,No
21345,829504,59.1054824,172,172,F,OC,OU,No,MSM
21346,829600,59.1054824,172,172,F,BCE,OU,No,MSM
21347,829941,59.1054824,172,172,M,OC,OU,No,MSM
21348,830234,59.1054824,172,172,F,SC,AU,No,No
21349,830313,59.1054824,172,172,F,BCD,OU,No,No
21350,830940,59.1054824,172,172,F,ST,AU,No,No
21351,830979,59.1054824,172,172,M,OC,AU,No,No
21352,831051,59.1054824,172,172,M,BCB,OU,No,No
21353,831142,59.1054824,172,172,F,ST,AU,No,No
21354,831212,59.1054824,172,172,F,SC,SVU,No,No
21355,831247,59.1054824,172,172,F,BCE,OU,No,MSM
21356,831417,59.1054824,172,172,M,BCB,AU,No,No
21357,831656,59.1054824,172,172,F,SC,OU,No,No
21358,832494,59.1054824,172,172,F,SC,OU,No,No
21359,832714,59.1054824,172,172,F,ST,OU,No,No
21360,833699,58.8943567,171,171,F,SC,OU,No,No
21361,833808,58.8943567,171,171,F,OC,OU,No,No
21362,833937,58.8943567,171,171,F,BCE,OU,No,MSM
21363,834261,58.8943567,171,171,M,BCE,OU,No,MSM
21364,834324,58.8943567,171,171,M,ST,OU,No,No
21365,834375,58.8943567,171,171,M,BCC,AU,No,No
21366,834389,58.8943567,171,171,F,BCA,AU,No,No
21367,834667,58.8943567,171,171,F,OC,OU,No,No
21368,834703,58.8943567,171,171,F,ST,OU,No,No
21369,834811,58.8943567,171,171,M,BCE,OU,No,MSM
21370,835535,58.8943567,171,171,F,OC,AU,No,No
21371,835536,58.8943567,171,171,F,SC,OU,No,No
21372,835810,58.8943567,171,171,F,OC,AU,No,No
21373,835821,58.8943567,171,171,M,OC,OU,No,MSM
21374,836019,58.8943567,171,171,F,BCD,OU,No,No
21375,836662,58.8943567,171,171,M,SC,OU,No,No
21376,836860,58.8943567,171,171,F,OC,OU,No,No
21377,837089,58.8943567,171,171,F,SC,OU,No,No
21378,837768,58.8943567,171,171,M,SC,OU,No,No
21379,837966,58.8943567,171,171,M,BCE,OU,No,MSM
21380,860003,57.7598504,166,4.98,M,OC,SVU,No,No
21381,837993,58.6286346,170,170,M,SC,OU,No,No
21382,838256,58.6286346,170,170,F,SC,OU,No,No
21383,838361,58.6286346,170,170,F,OC,OU,No,No
21384,838735,58.6286346,170,170,F,BCB,OU,No,No
21385,838823,58.6286346,170,170,M,OC,OU,No,No
21386,839207,58.6286346,170,170,F,SC,OU,No,No
21387,839563,58.6286346,170,170,F,BCC,OU,No,No
21388,839807,58.6286346,170,170,F,BCE,OU,No,MSM
21389,839913,58.6286346,170,170,M,SC,OU,No,No
21390,841567,58.6286346,170,170,F,SC,OU,No,No
21391,842030,58.6286346,170,170,F,OC,OU,No,No
21392,842728,58.6286346,170,170,F,SC,OU,No,No
21393,861253,57.4772049,165,4.95,M,BCC,OU,No,No
21394,864846,57.4772049,165,4.95,F,OC,OU,No,MSM
21395,843452,58.4064719,169,169,M,ST,OU,No,No
21396,843672,58.4064719,169,169,F,SC,OU,No,No
21397,843708,58.4064719,169,169,F,BCD,OU,No,No
21398,843967,58.4064719,169,169,M,BCD,OU,No,No
21399,843991,58.4064719,169,169,M,BCB,OU,No,No
21400,844765,58.4064719,169,169,F,OC,OU,No,No
21401,844779,58.4064719,169,169,F,ST,OU,No,No
21402,844803,58.4064719,169,169,F,OC,OU,No,No
21403,844804,58.4064719,169,169,F,SC,SVU,No,No
21404,844873,58.4064719,169,169,F,ST,OU,No,No
21405,845203,58.4064719,169,169,F,BCD,OU,No,No
21406,845231,58.4064719,169,169,F,BCB,OU,No,No
21407,845622,58.4064719,169,169,F,BCE,OU,No,MSM
21408,845657,58.4064719,169,169,F,BCE,OU,No,MSM
21409,845818,58.4064719,169,169,F,SC,OU,No,No
21410,848558,58.1957386,168,168,F,SC,OU,No,No
21411,848866,58.1957386,168,168,F,SC,OU,No,No
21412,849050,58.1957386,168,168,M,ST,OU,No,No
21413,849094,58.1957386,168,168,M,OC,OU,No,No
21414,849271,58.1957386,168,168,F,SC,OU,No,No
21415,849551,58.1957386,168,168,F,BCD,SVU,No,No
21416,849748,58.1957386,168,168,F,BCD,AU,No,No
21417,850026,58.1957386,168,168,F,SC,AU,No,No
21418,850043,58.1957386,168,168,F,SC,OU,No,No
21419,850120,58.1957386,168,168,F,BCE,OU,No,MSM
21420,850279,58.1957386,168,168,F,BCD,OU,No,No
21421,850683,58.1957386,168,168,F,BCB,OU,No,No
21422,852628,57.9787756,167,167,M,OC,OU,No,MSM
21423,852689,57.9787756,167,167,F,BCB,OU,No,No
21424,852940,57.9787756,167,167,F,SC,OU,No,No
21425,852949,57.9787756,167,167,F,BCB,OU,No,No
21426,853024,57.9787756,167,167,F,OC,OU,No,MSM
21427,853025,57.9787756,167,167,M,BCD,OU,No,No
21428,853031,57.9787756,167,167,F,OC,OU,No,MSM
21429,853068,57.9787756,167,167,M,ST,OU,No,No
21430,853158,57.9787756,167,167,M,ST,OU,No,No
21431,853959,57.9787756,167,167,M,BCB,OU,No,No
21432,853991,57.9787756,167,167,F,BCE,OU,No,MSM
21433,854058,57.9787756,167,167,F,BCD,OU,No,No
21434,854628,57.9787756,167,167,F,BCE,OU,No,MSM
21435,854894,57.9787756,167,167,F,SC,AU,No,No
21436,855175,57.9787756,167,167,F,SC,AU,No,No
21437,855437,57.9787756,167,167,F,SC,NL,No,No
21438,855998,57.9787756,167,167,M,OC,OU,No,No
21439,856665,57.7598504,166,166,F,BCD,OU,No,No
21440,856829,57.7598504,166,166,M,SC,OU,No,No
21441,856855,57.7598504,166,166,F,BCB,OU,No,No
21442,857104,57.7598504,166,166,M,ST,OU,No,No
21443,857204,57.7598504,166,166,F,SC,OU,No,No
21444,857688,57.7598504,166,166,M,BCD,OU,No,No
21445,857863,57.7598504,166,166,F,SC,OU,No,No
21446,857960,57.7598504,166,166,M,ST,OU,No,No
21447,858168,57.7598504,166,166,M,ST,OU,No,No
21448,858973,57.7598504,166,166,F,BCE,OU,No,MSM
21449,859239,57.7598504,166,166,M,OC,OU,No,No
21450,859264,57.7598504,166,166,M,ST,OU,No,No
21451,859456,57.7598504,166,166,M,ST,OU,No,No
21452,859530,57.7598504,166,166,F,BCB,OU,No,No
21453,859581,57.7598504,166,166,F,ST,OU,No,No
21454,859733,57.7598504,166,166,M,BCD,OU,No,No
21455,860112,57.7598504,166,166,F,SC,OU,No,No
21456,860454,57.7598504,166,166,M,BCC,AU,No,No
21457,861426,57.4772049,165,165,F,SC,OU,No,No
21458,861473,57.4772049,165,165,F,OC,OU,No,No
21459,861954,57.4772049,165,165,F,ST,OU,No,No
21460,862084,57.4772049,165,165,M,ST,OU,No,No
21461,863028,57.4772049,165,165,F,SC,OU,No,No
21462,863217,57.4772049,165,165,M,BCA,OU,No,No
21463,863562,57.4772049,165,165,F,BCB,OU,No,No
21464,864275,57.4772049,165,165,F,BCE,OU,No,MSM
21465,864763,57.4772049,165,165,F,OC,NL,No,No
21466,864871,57.4772049,165,165,F,OC,OU,No,No
21467,865268,57.4772049,165,165,F,OC,OU,No,MSM
21468,865791,57.4772049,165,165,F,OC,AU,No,No
21469,866470,57.4772049,165,165,F,BCB,OU,No,No
21470,867152,57.2546498,164,164,F,OC,OU,No,No
21471,867166,57.2546498,164,164,F,ST,OU,No,No
21472,867368,57.2546498,164,164,F,BCD,OU,No,No
21473,867958,57.2546498,164,164,F,BCA,OU,No,No
21474,868386,57.2546498,164,164,F,BCB,OU,No,No
21475,868556,57.2546498,164,164,M,SC,SVU,No,No
21476,868591,57.2546498,164,164,M,BCB,OU,No,No
21477,868669,57.2546498,164,164,F,SC,OU,No,No
21478,868702,57.2546498,164,164,F,BCD,OU,No,No
21479,868912,57.2546498,164,164,F,SC,OU,No,No
21480,868965,57.2546498,164,164,F,SC,AU,No,No
21481,869186,57.2546498,164,164,M,ST,OU,No,No
21482,869573,57.2546498,164,164,M,OC,OU,No,MSM
21483,870036,57.2546498,164,164,F,BCB,OU,No,No
21484,870290,57.2546498,164,164,F,BCB,OU,No,No
21485,871484,57.0370981,163,163,F,BCE,OU,No,MSM
21486,871580,57.0370981,163,163,M,BCB,OU,No,No
21487,871753,57.0370981,163,163,M,BCA,OU,No,No
21488,871776,57.0370981,163,163,F,BCA,OU,No,No
21489,871916,57.0370981,163,163,F,SC,OU,No,No
21490,872173,57.0370981,163,163,M,OC,OU,No,No
21491,872233,57.0370981,163,163,M,SC,OU,No,No
21492,872698,57.0370981,163,163,F,SC,OU,No,No
21493,872820,57.0370981,163,163,F,BCB,OU,No,No
21494,872888,57.0370981,163,163,F,BCA,OU,No,No
21495,872942,57.0370981,163,163,M,SC,OU,No,No
21496,873220,57.0370981,163,163,F,BCB,OU,No,No
21497,873246,57.0370981,163,163,F,SC,OU,No,No
21498,874093,57.0370981,163,163,F,OC,OU,No,MSM
21499,874108,57.0370981,163,163,M,SC,OU,No,No
21500,875554,57.0370981,163,163,F,SC,OU,No,No
21501,897430,55.8400978,158,4.74,F,SC,OU,No,No
21502,876147,56.8162598,162,162,F,OC,OU,No,MSM
21503,876159,56.8162598,162,162,M,OC,OU,No,No
21504,876234,56.8162598,162,162,F,SC,AU,No,No
21505,876373,56.8162598,162,162,M,OC,OU,No,No
21506,876424,56.8162598,162,162,F,BCE,OU,No,MSM
21507,876473,56.8162598,162,162,F,OC,OU,No,No
21508,876491,56.8162598,162,162,F,OC,OU,No,MSM
21509,876726,56.8162598,162,162,M,BCE,OU,No,MSM
21510,877061,56.8162598,162,162,F,SC,OU,No,No
21511,877076,56.8162598,162,162,F,BCD,OU,No,No
21512,877134,56.8162598,162,162,F,BCE,OU,No,MSM
21513,877524,56.8162598,162,162,F,SC,OU,No,No
21514,877551,56.8162598,162,162,F,BCD,OU,No,No
21515,878196,56.8162598,162,162,M,BCD,AU,No,No
21516,878318,56.8162598,162,162,F,SC,OU,No,No
21517,878703,56.8162598,162,162,M,SC,OU,No,No
21518,878994,56.8162598,162,162,M,SC,OU,No,No
21519,879086,56.8162598,162,162,M,OC,OU,No,MSM
21520,879445,56.8162598,162,162,F,OC,OU,No,No
21521,879929,56.8162598,162,162,F,OC,OU,No,No
21522,880599,56.5832073,161,161,F,OC,OU,No,No
21523,880811,56.5832073,161,161,F,BCC,OU,No,No
21524,880960,56.5832073,161,161,M,SC,OU,No,No
21525,880964,56.5832073,161,161,F,BCD,OU,No,No
21526,881316,56.5832073,161,161,F,BCC,OU,No,No
21527,881394,56.5832073,161,161,F,OC,OU,No,No
21528,882234,56.5832073,161,161,F,OC,OU,No,MSM
21529,882613,56.5832073,161,161,M,SC,OU,No,No
21530,883212,56.5832073,161,161,M,SC,OU,No,No
21531,883238,56.5832073,161,161,F,OC,OU,No,No
21532,883793,56.5832073,161,161,F,OC,OU,No,No
21533,884189,56.5832073,161,161,F,BCA,OU,No,No
21534,884485,56.5832073,161,161,F,OC,OU,No,No
21535,884503,56.5832073,161,161,M,OC,OU,No,No
21536,884585,56.5832073,161,161,M,SC,OU,No,No
21537,885186,56.2939886,160,160,F,SC,OU,No,No
21538,885243,56.2939886,160,160,F,SC,OU,No,No
21539,885325,56.2939886,160,160,F,BCB,OU,No,No
21540,885357,56.2939886,160,160,F,SC,OU,No,No
21541,885697,56.2939886,160,160,F,SC,OU,No,No
21542,885725,56.2939886,160,160,F,SC,OU,No,No
21543,885797,56.2939886,160,160,M,BCE,OU,No,MSM
21544,885958,56.2939886,160,160,F,BCB,OU,No,No
21545,886004,56.2939886,160,160,M,OC,OU,No,No
21546,886081,56.2939886,160,160,F,SC,OU,No,No
21547,886189,56.2939886,160,160,F,BCB,OU,No,No
21548,886273,56.2939886,160,160,F,BCE,OU,No,MSM
21549,886463,56.2939886,160,160,F,BCE,OU,No,MSM
21550,886638,56.2939886,160,160,F,OC,OU,No,No
21551,886798,56.2939886,160,160,F,OC,AU,No,No
21552,887612,56.2939886,160,160,F,BCE,OU,No,MSM
21553,887657,56.2939886,160,160,F,BCC,OU,No,No
21554,887794,56.2939886,160,160,F,SC,OU,No,No
21555,888149,56.2939886,160,160,F,OC,OU,No,No
21556,888215,56.2939886,160,160,M,BCE,OU,No,MSM
21557,888857,56.2939886,160,160,F,BCA,OU,No,No
21558,889071,56.2939886,160,160,F,BCD,OU,No,No
21559,889119,56.2939886,160,160,F,BCD,OU,No,No
21560,890325,56.2939886,160,160,F,OC,OU,No,No
21561,890656,56.2939886,160,160,M,BCD,OU,No,No
21562,891058,56.0655471,159,159,F,SC,OU,No,No
21563,891498,56.0655471,159,159,F,BCA,OU,No,No
21564,891600,56.0655471,159,159,M,OC,AU,No,No
21565,891944,56.0655471,159,159,F,ST,OU,No,No
21566,892146,56.0655471,159,159,F,BCE,OU,No,MSM
21567,892454,56.0655471,159,159,M,ST,OU,No,No
21568,892473,56.0655471,159,159,F,SC,OU,No,No
21569,893404,56.0655471,159,159,F,OC,OU,No,No
21570,893475,56.0655471,159,159,F,SC,OU,No,No
21571,893504,56.0655471,159,159,M,ST,AU,No,No
21572,893733,56.0655471,159,159,M,BCB,OU,No,No
21573,893781,56.0655471,159,159,F,BCE,OU,No,MSM
21574,893845,56.0655471,159,159,F,OC,OU,No,No
21575,894125,56.0655471,159,159,F,SC,OU,No,No
21576,894159,56.0655471,159,159,F,BCB,OU,No,No
21577,894595,56.0655471,159,159,F,OC,OU,No,No
21578,895028,56.0655471,159,159,F,SC,OU,No,No
21579,895146,56.0655471,159,159,M,ST,OU,No,No
21580,895354,56.0655471,159,159,F,BCD,OU,No,No
21581,895512,56.0655471,159,159,M,SC,OU,No,No
21582,918628,54.8330321,154,4.62,M,BCA,SVU,No,No
21583,895794,55.8400978,158,158,F,OC,OU,No,No
21584,895905,55.8400978,158,158,F,BCC,OU,No,No
21585,895956,55.8400978,158,158,F,OC,OU,No,No
21586,896087,55.8400978,158,158,F,OC,OU,No,MSM
21587,896132,55.8400978,158,158,M,ST,OU,No,No
21588,896192,55.8400978,158,158,F,ST,OU,No,No
21589,896526,55.8400978,158,158,F,OC,AU,No,No
21590,896724,55.8400978,158,158,F,OC,OU,No,MSM
21591,896782,55.8400978,158,158,F,BCA,OU,No,No
21592,897088,55.8400978,158,158,M,SC,OU,No,No
21593,898211,55.8400978,158,158,F,ST,OU,No,No
21594,898411,55.8400978,158,158,F,SC,OU,No,No
21595,898857,55.8400978,158,158,M,BCC,OU,No,No
21596,899970,55.8400978,158,158,F,BCB,OU,No,No
21597,900263,55.6126864,157,157,M,BCE,OU,No,MSM
21598,900318,55.6126864,157,157,F,BCD,OU,No,No
21599,900704,55.6126864,157,157,F,SC,OU,No,No
21600,900777,55.6126864,157,157,M,BCC,AU,No,No
21601,901091,55.6126864,157,157,F,ST,OU,No,No
21602,901095,55.6126864,157,157,M,BCA,AU,No,No
21603,901161,55.6126864,157,157,F,BCD,OU,No,No
21604,901317,55.6126864,157,157,F,BCD,OU,No,No
21605,901607,55.6126864,157,157,F,ST,OU,No,No
21606,901667,55.6126864,157,157,F,SC,AU,No,No
21607,901766,55.6126864,157,157,M,SC,OU,No,No
21608,901769,55.6126864,157,157,M,OC,OU,No,MSM
21609,901848,55.6126864,157,157,F,BCB,OU,No,No
21610,902785,55.6126864,157,157,F,SC,AU,No,No
21611,903536,55.6126864,157,157,F,OC,OU,No,No
21612,903625,55.6126864,157,157,F,OC,OU,No,No
21613,905002,55.3766906,156,156,M,BCE,OU,No,MSM
21614,905080,55.3766906,156,156,F,ST,OU,No,No
21615,905304,55.3766906,156,156,F,BCA,OU,No,No
21616,905354,55.3766906,156,156,M,BCB,OU,No,No
21617,905420,55.3766906,156,156,M,OC,OU,No,MSM
21618,905489,55.3766906,156,156,F,BCD,OU,No,No
21619,905588,55.3766906,156,156,F,BCE,OU,No,MSM
21620,905622,55.3766906,156,156,F,BCE,AU,No,MSM
21621,905749,55.3766906,156,156,F,BCB,OU,No,No
21622,905860,55.3766906,156,156,M,OC,OU,No,No
21623,905973,55.3766906,156,156,F,ST,SVU,No,No
21624,906121,55.3766906,156,156,F,SC,OU,No,No
21625,906251,55.3766906,156,156,F,OC,OU,No,No
21626,906296,55.3766906,156,156,F,BCA,AU,No,No
21627,906902,55.3766906,156,156,F,OC,OU,No,No
21628,907400,55.3766906,156,156,M,BCB,OU,No,No
21629,907600,55.3766906,156,156,F,BCE,OU,No,MSM
21630,907793,55.3766906,156,156,F,SC,OU,No,No
21631,908035,55.3766906,156,156,F,BCE,OU,No,MSM
21632,908671,55.3766906,156,156,M,SC,OU,No,No
21633,908872,55.3766906,156,156,F,SC,OU,No,No
21634,909161,55.3766906,156,156,F,OC,OU,No,No
21635,909234,55.3766906,156,156,M,SC,SVU,No,No
21636,909818,55.0704014,155,155,F,BCA,OU,No,No
21637,910044,55.0704014,155,155,M,BCA,OU,No,No
