     ,COLLEGE                                                        ,RANK    ,LOC ,CAT ,SX ,EWS ,PHASE
 188 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 204276 ,OU  ,BCD ,F  ,NO  ,P1
 189 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 205522 ,OU  ,OC  ,M  ,NO  ,P2
 190 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 205846 ,OU  ,OC  ,F  ,NO  ,P1
 191 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 207020 ,OU  ,OC  ,F  ,NO  ,P2
 192 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 207110 ,OU  ,BCB ,M  ,NO  ,P2
 193 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 207159 ,OU  ,BCE ,F  ,NO  ,P2
 194 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 208364 ,OU  ,OC  ,M  ,NO  ,P2
 195 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 209099 ,OU  ,OC  ,F  ,NO  ,P2
 196 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 211380 ,OU  ,OC  ,F  ,NO  ,P2
 197 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 212481 ,OU  ,BCB ,F  ,NO  ,P2
 198 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 214034 ,OU  ,OC  ,F  ,NO  ,P3
 199 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 217437 ,NL  ,OC  ,M  ,NO  ,P5
 200 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 218530 ,NL  ,OC  ,F  ,NO  ,P5
 201 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 433965 ,OU  ,OC  ,F  ,NO  ,P1
 202 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 452800 ,OU  ,OC  ,F  ,NO  ,P1
 203 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 455964 ,OU  ,BCD ,F  ,NO  ,P1
 204 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 460650 ,OU  ,OC  ,F  ,NO  ,P1
 205 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 463167 ,OU  ,OC  ,F  ,NO  ,P2
 206 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 475145 ,OU  ,OC  ,F  ,NO  ,P1
 207 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 481287 ,OU  ,OC  ,F  ,NO  ,P1
 208 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 501007 ,AU  ,BCD ,F  ,NO  ,P1
 209 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 550934 ,OU  ,ST  ,F  ,NO  ,P1
 210 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 569106 ,OU  ,BCB ,F  ,NO  ,P1
 211 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 641922 ,OU  ,OC  ,M  ,NO  ,P1
 212 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 644316 ,AU  ,BCB ,M  ,NO  ,P1
 213 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 647730 ,OU  ,OC  ,M  ,NO  ,P1
 214 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 667965 ,OU  ,OC  ,F  ,NO  ,P1
 215 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 668230 ,OU  ,SC  ,F  ,NO  ,P1
 216 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 668642 ,OU  ,OC  ,M  ,NO  ,P1
 217 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 672377 ,OU  ,OC  ,F  ,NO  ,P1
 218 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 712207 ,OU  ,OC  ,F  ,NO  ,P1
 219 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 734217 ,OU  ,OC  ,M  ,NO  ,P1
 220 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 734305 ,OU  ,BCB ,M  ,NO  ,P1
 221 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 742875 ,OU  ,OC  ,F  ,NO  ,P1
 222 ,"MAMATA ACADEMY OF MED SCI, BACHUPALLY"                        , 816540 ,OU  ,OC  ,F  ,NO  ,P1
 223 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  75381 ,NL  ,OC  ,M  ,NO  ,P1
 224 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  86663 ,SVU ,OC  ,F  ,NO  ,P1
 225 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  91081 ,NL  ,OC  ,M  ,NO  ,P3
 226 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  91864 ,NL  ,OC  ,M  ,NO  ,P3
 227 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  93266 ,NL  ,OC  ,M  ,NO  ,P3
 228 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  93902 ,NL  ,OC  ,M  ,NO  ,P1
 229 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  95847 ,NL  ,OC  ,M  ,NO  ,P1
 230 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  96774 ,NL  ,OC  ,F  ,NO  ,P3
 231 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  98897 ,NL  ,OC  ,M  ,NO  ,P1
 232 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,  99741 ,NL  ,OC  ,M  ,NO  ,P1
 233 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 158148 ,OU  ,OC  ,F  ,NO  ,P1
 234 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 174396 ,OU  ,OC  ,F  ,NO  ,P2
 235 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 191343 ,OU  ,OC  ,F  ,NO  ,P1
 236 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 194474 ,OU  ,OC  ,M  ,NO  ,P2
 237 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 198727 ,OU  ,BCB ,F  ,NO  ,P2
 238 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 200496 ,OU  ,OC  ,F  ,NO  ,P2
 239 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 202664 ,OU  ,OC  ,F  ,NO  ,P1
 240 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 202786 ,OU  ,OC  ,F  ,NO  ,P1
 241 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 207616 ,OU  ,BCB ,F  ,NO  ,P2
 242 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 213968 ,OU  ,OC  ,M  ,NO  ,P2
 243 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 214527 ,OU  ,OC  ,F  ,NO  ,P1
 244 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 226633 ,OU  ,BCB ,F  ,NO  ,P1
 245 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 228711 ,OU  ,OC  ,F  ,NO  ,P1
 246 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 230042 ,OU  ,OC  ,F  ,NO  ,P1
 247 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 230448 ,OU  ,BCD ,M  ,NO  ,P1
 248 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 231379 ,OU  ,BCD ,M  ,NO  ,P1
 249 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 231715 ,OU  ,OC  ,M  ,NO  ,P2
 250 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 232879 ,OU  ,BCD ,F  ,NO  ,P1
 251 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 239467 ,OU  ,OC  ,M  ,NO  ,P1
 252 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 242643 ,OU  ,OC  ,F  ,NO  ,P1
 253 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 243690 ,OU  ,OC  ,M  ,NO  ,P2
 254 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 243716 ,OU  ,BCD ,F  ,NO  ,P1
 255 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 245108 ,OU  ,OC  ,F  ,NO  ,P1
 256 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 245225 ,OU  ,BCB ,F  ,NO  ,P2
 257 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 248399 ,OU  ,BCD ,F  ,NO  ,P1
 258 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 251783 ,OU  ,SC  ,F  ,NO  ,P2
 259 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 252111 ,OU  ,OC  ,F  ,NO  ,P1
 260 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 260375 ,OU  ,OC  ,F  ,NO  ,P1
 261 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 261330 ,OU  ,OC  ,F  ,NO  ,P1
 262 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 264780 ,OU  ,OC  ,M  ,NO  ,P1
 263 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 266564 ,OU  ,BCB ,F  ,NO  ,P1
 264 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 268125 ,OU  ,BCD ,M  ,NO  ,P1
 265 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 268804 ,OU  ,OC  ,M  ,NO  ,P1
 266 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 269630 ,OU  ,BCA ,F  ,NO  ,P2
 267 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 269752 ,OU  ,OC  ,F  ,NO  ,P1
 268 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 271731 ,OU  ,BCB ,M  ,NO  ,P1
 269 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 272047 ,OU  ,OC  ,M  ,NO  ,P1
 270 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 274655 ,OU  ,OC  ,F  ,NO  ,P1
 271 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 277178 ,OU  ,OC  ,M  ,NO  ,P1
 272 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 281669 ,OU  ,OC  ,F  ,NO  ,P1
 273 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 281820 ,OU  ,BCD ,M  ,NO  ,P1
 274 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 283201 ,OU  ,BCB ,M  ,NO  ,P1
 275 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 283631 ,OU  ,BCB ,F  ,NO  ,P1
 276 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 283774 ,OU  ,OC  ,F  ,NO  ,P1
 277 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 283932 ,OU  ,BCD ,M  ,NO  ,P1
 278 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 284899 ,OU  ,BCB ,F  ,NO  ,P1
 279 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 286148 ,OU  ,OC  ,M  ,NO  ,P1
 280 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 286777 ,OU  ,OC  ,M  ,NO  ,P1
 281 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 287437 ,OU  ,BCD ,F  ,NO  ,P1
 282 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 287517 ,NL  ,OC  ,M  ,NO  ,P3
 283 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 297927 ,OU  ,BCD ,F  ,NO  ,P3
 284 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 299325 ,OU  ,BCE ,F  ,NO  ,P3
 285 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 303702 ,OU  ,BCB ,M  ,NO  ,P3
 286 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 304730 ,OU  ,SC  ,M  ,NO  ,P4
 287 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 307681 ,OU  ,BCD ,M  ,NO  ,P3
 288 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 307945 ,OU  ,OC  ,F  ,NO  ,P3
 289 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 310233 ,OU  ,ST  ,F  ,NO  ,P3
 290 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 311601 ,OU  ,BCD ,F  ,NO  ,P3
 291 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 314675 ,OU  ,BCD ,F  ,NO  ,P3
 292 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 320680 ,AU  ,OC  ,F  ,NO  ,P2
 293 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 343195 ,AU  ,OC  ,F  ,NO  ,P2
 294 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 418857 ,AU  ,OC  ,F  ,NO  ,P2
 295 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 461080 ,OU  ,OC  ,M  ,NO  ,P2
 296 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 473230 ,OU  ,OC  ,F  ,NO  ,P2
 297 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 491306 ,OU  ,OC  ,F  ,NO  ,P2
 298 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 515972 ,SVU ,OC  ,F  ,NO  ,P3
 299 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 531601 ,OU  ,OC  ,F  ,NO  ,P5
 300 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 553778 ,OU  ,BCE ,M  ,NO  ,P2
 301 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 567320 ,OU  ,BCD ,M  ,NO  ,P2
 302 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 586705 ,OU  ,BCB ,M  ,NO  ,P3
 303 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 594305 ,OU  ,OC  ,M  ,NO  ,P5
 304 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 596838 ,OU  ,OC  ,F  ,NO  ,P2
 305 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 605331 ,OU  ,OC  ,F  ,NO  ,P2
 306 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 655053 ,OU  ,BCD ,F  ,NO  ,P2
 307 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 661528 ,OU  ,OC  ,M  ,NO  ,P2
 308 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 665711 ,OU  ,ST  ,F  ,NO  ,P3
 309 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 674909 ,OU  ,OC  ,F  ,NO  ,P2
 310 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 827613 ,NL  ,OC  ,M  ,NO  ,P3
 311 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 862307 ,OU  ,BCE ,F  ,NO  ,P4
 312 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 915065 ,AU  ,OC  ,M  ,NO  ,P4
 313 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              , 950239 ,OU  ,OC  ,F  ,NO  ,P3
 314 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,1028777 ,AU  ,BCA ,F  ,NO  ,P2
 315 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,1061298 ,OU  ,OC  ,F  ,NO  ,P2
 316 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,1078372 ,OU  ,BCD ,F  ,NO  ,P2
 317 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,1130214 ,OU  ,BCB ,F  ,NO  ,P2
 318 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,1131586 ,OU  ,BCD ,M  ,NO  ,P2
 319 ,"MAMATA MEDICAL COLLEGE, KHAMMAM"                              ,1149521 ,OU  ,BCD ,F  ,NO  ,P3
 320 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      ,  98672 ,NL  ,OC  ,M  ,NO  ,P2
 321 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 103093 ,NL  ,OC  ,F  ,NO  ,P3
 322 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 103744 ,NL  ,OC  ,M  ,NO  ,P3
 323 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 104660 ,NL  ,OC  ,M  ,NO  ,P3
 324 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 104950 ,NL  ,OC  ,M  ,NO  ,P3
 325 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 105868 ,NL  ,OC  ,M  ,NO  ,P3
 326 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 109404 ,NL  ,OC  ,F  ,NO  ,P1
 327 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 113158 ,NL  ,OC  ,F  ,NO  ,P1
 328 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 114573 ,NL  ,OC  ,M  ,NO  ,P1
 329 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 117896 ,NL  ,OC  ,M  ,NO  ,P1
 330 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 121127 ,NL  ,OC  ,M  ,NO  ,P1
 331 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 174414 ,OU  ,OC  ,M  ,NO  ,P1
 332 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 179708 ,OU  ,BCD ,F  ,NO  ,P1
 333 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 189755 ,OU  ,OC  ,F  ,NO  ,P2
 334 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 218302 ,OU  ,BCD ,F  ,NO  ,P2
 335 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 218456 ,OU  ,BCB ,F  ,NO  ,P2
 336 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 223308 ,OU  ,OC  ,F  ,NO  ,P1
 337 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 227028 ,OU  ,BCE ,M  ,NO  ,P2
 338 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 233537 ,OU  ,OC  ,F  ,NO  ,P1
 339 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 239040 ,OU  ,OC  ,F  ,NO  ,P1
 340 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 239141 ,OU  ,BCB ,F  ,NO  ,P1
 341 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 244074 ,OU  ,BCB ,M  ,NO  ,P3
 342 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 263181 ,OU  ,BCB ,F  ,NO  ,P2
 343 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 269706 ,OU  ,BCD ,F  ,NO  ,P1
 344 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 271962 ,OU  ,OC  ,M  ,NO  ,P2
 345 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 285116 ,OU  ,SC  ,F  ,NO  ,P2
 346 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 285942 ,OU  ,OC  ,M  ,NO  ,P1
 347 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 286671 ,OU  ,OC  ,M  ,NO  ,P1
 348 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 286799 ,OU  ,OC  ,F  ,NO  ,P1
 349 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 288706 ,OU  ,OC  ,M  ,NO  ,P1
 350 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 288745 ,OU  ,BCD ,F  ,NO  ,P1
 351 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 291564 ,OU  ,OC  ,F  ,NO  ,P1
 352 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 292202 ,OU  ,BCB ,F  ,NO  ,P2
 353 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 292793 ,OU  ,OC  ,F  ,NO  ,P1
 354 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 294474 ,OU  ,OC  ,M  ,NO  ,P1
 355 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 294796 ,OU  ,BCD ,M  ,NO  ,P1
 356 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 295656 ,OU  ,OC  ,M  ,NO  ,P1
 357 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 296112 ,OU  ,BCD ,F  ,NO  ,P1
 358 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 298312 ,OU  ,OC  ,F  ,NO  ,P1
 359 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 299820 ,OU  ,OC  ,M  ,NO  ,P2
 360 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 301396 ,OU  ,OC  ,M  ,NO  ,P2
 361 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 301571 ,OU  ,OC  ,M  ,NO  ,P1
 362 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 301726 ,OU  ,BCD ,F  ,NO  ,P1
 363 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 310629 ,OU  ,BCD ,F  ,NO  ,P1
 364 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 312076 ,OU  ,BCB ,F  ,NO  ,P1
 365 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 316387 ,OU  ,BCE ,M  ,NO  ,P3
 366 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 317244 ,OU  ,BCD ,F  ,NO  ,P1
 367 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 317893 ,OU  ,SC  ,F  ,NO  ,P1
 368 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 319029 ,OU  ,OC  ,F  ,NO  ,P1
 369 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 321735 ,OU  ,OC  ,F  ,NO  ,P1
 370 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 323435 ,OU  ,OC  ,F  ,NO  ,P1
 371 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 323622 ,OU  ,BCE ,M  ,NO  ,P1
 372 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 324065 ,OU  ,BCD ,F  ,NO  ,P3
 373 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 324902 ,OU  ,OC  ,F  ,NO  ,P3
 374 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 325456 ,OU  ,BCA ,F  ,NO  ,P1
 375 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 325506 ,OU  ,OC  ,F  ,NO  ,P1
 376 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 325518 ,OU  ,OC  ,F  ,NO  ,P1
 377 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 325817 ,OU  ,OC  ,F  ,NO  ,P1
 378 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 327451 ,OU  ,BCB ,M  ,NO  ,P3
 379 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 329064 ,OU  ,OC  ,F  ,NO  ,P1
 380 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 329416 ,OU  ,BCB ,M  ,NO  ,P1
 381 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 331090 ,OU  ,OC  ,F  ,NO  ,P3
 382 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 331624 ,OU  ,OC  ,F  ,NO  ,P1
 383 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 332044 ,OU  ,OC  ,F  ,NO  ,P1
 384 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 334086 ,OU  ,BCE ,M  ,NO  ,P1
 385 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 335378 ,OU  ,OC  ,M  ,NO  ,P1
 386 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 335446 ,OU  ,ST  ,F  ,NO  ,P1
 387 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 335694 ,OU  ,OC  ,F  ,NO  ,P1
 388 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 337350 ,OU  ,OC  ,F  ,NO  ,P1
 389 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 337430 ,OU  ,OC  ,F  ,NO  ,P3
 390 ,"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR"      , 371988 ,NL  ,OC  ,M  ,NO  ,P1
