COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,EWS,PHASE
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",215217,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",215268,OU,BCB,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",216323,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",217263,OU,OC,F,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",217746,OU,OC,M,,,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",374290,OU,SC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",428493,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",438142,SVU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",440633,OU,BCD,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",450321,SVU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",487878,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",503998,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",507149,NL,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",519262,OU,ST,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",550064,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",556837,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",563133,OU,BCD,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",568993,OU,BCD,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",572471,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",585355,OU,BCD,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",615668,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",628834,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",644762,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",654473,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",655188,OU,BCB,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",678414,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",693676,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",697375,OU,BCB,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",703775,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",715098,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",719986,OU,OC,M,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",727056,OU,BCB,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",731721,OU,OC,F,,NRI,,,P1
"MALLA REDDY INSTITUTE OF MEDICAL SCIENCE, SURARAM",732525,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",73417,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",75567,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",79341,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",86292,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",91006,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",95357,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",97984,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",98137,NL,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",100599,AU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",101822,SVU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",102581,SVU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",140731,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",176946,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",179015,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",182799,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",194773,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",198622,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",212512,OU,BCE,F,MSM,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",218095,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",219481,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",224169,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",224201,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",224576,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",224789,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",225328,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",228311,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",230155,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",232404,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",238955,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",238966,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",239539,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",240682,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",240708,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",249428,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",251481,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",251490,OU,BCE,F,MSM,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",251516,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",252082,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",254837,OU,BCE,F,MSM,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",256555,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",257511,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",258040,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",258135,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",258256,OU,ST,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",264735,OU,BCE,F,MSM,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",266658,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",268007,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",268320,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",270469,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271419,OU,SC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271540,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271755,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271816,OU,OC,F,MSM,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",271918,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",274918,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",276425,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",277991,OU,BCE,F,MSM,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",278141,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",279943,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",280235,OU,ST,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",280637,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",281401,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",282054,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",283621,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",283865,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",284376,OU,OC,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",285766,OU,BCB,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",287005,OU,BCE,F,MSM,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",288528,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",288537,OU,BCD,F,,,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",436365,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",499719,OU,BCB,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",541639,OU,SC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",558958,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",637595,NL,OC,F,MSM,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",682282,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",724541,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",727272,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",737989,NL,BCD,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",778117,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",786758,OU,BCD,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",817121,OU,BCB,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",823700,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",861473,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",866195,OU,SC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",877524,OU,SC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",880595,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",964279,OU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",1008895,AU,OC,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",1065228,OU,BCD,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",1092298,OU,ST,F,,NRI,,,P1
"MALLA REDDY MEDICAL COLLEGE FOR WOMEN,SURARAM",1208613,OU,SC,F,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,88783,NL,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,95156,NL,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,96042,NL,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,96057,NL,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,96738,NL,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,96886,NL,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,98048,NL,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,99867,NL,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,175102,OU,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,190806,OU,BCE,F,MSM,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,222958,OU,BCD,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,226141,OU,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,243672,OU,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,244074,OU,BCB,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,245243,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,258239,OU,BCA,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,260231,OU,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,261469,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,264790,OU,SC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,265062,OU,ST,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,266269,OU,ST,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,271838,OU,BCB,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,274604,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,276432,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,276766,OU,BCB,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,279883,OU,BCE,M,MSM,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,280052,OU,BCB,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,281539,OU,BCE,F,MSM,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,281620,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,281957,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,287154,OU,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,288493,OU,ST,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,289915,OU,OC,F,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,290235,OU,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,290630,OU,BCD,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,296169,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,300282,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,300920,OU,ST,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,303071,OU,SC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,303800,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,304299,OU,OC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,304518,OU,BCD,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,304860,OU,BCC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,306203,OU,BCB,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,306554,OU,BCE,M,MSM,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,307681,OU,BCD,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,308735,OU,BCE,M,MSM,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,316148,OU,OC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,316174,OU,SC,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,317727,OU,BCC,M,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,317990,OU,BCD,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,318180,OU,BCB,F,,,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,646188,OU,BCB,M,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,714016,OU,BCB,F,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,868591,OU,BCB,M,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,893845,OU,BCB,F,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,899970,OU,BCB,F,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,949836,OU,OC,M,,NRI,,,P1
MEDICITY INSTITUTE OF MEDICAL SCIENCES,1107693,OU,BCD,M,,NRI,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",123757,NL,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",130118,NL,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",130763,NL,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",131138,NL,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",132556,NL,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",133185,NL,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",134028,NL,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",134844,NL,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",180955,OU,BCD,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",182579,OU,BCB,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",228478,OU,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",228947,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",247772,OU,BCD,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",269716,OU,BCA,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",271384,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",290229,OU,BCA,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",292094,OU,SC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",292733,OU,ST,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",297440,OU,BCE,F,MSM,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",307595,OU,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",312176,OU,ST,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",314717,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",319985,OU,ST,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",321602,OU,SC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",323534,OU,BCD,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",327453,OU,SC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",335682,OU,SC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",347151,OU,SC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",351384,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",351640,OU,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",353258,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",355177,OU,OC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",363873,OU,BCE,F,MSM,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",368613,OU,BCB,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",378369,OU,BCD,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",382944,OU,BCB,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",387430,OU,BCA,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",391947,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",398693,OU,BCD,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",399940,OU,BCE,F,MSM,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",402931,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",405495,OU,ST,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",407504,OU,SC,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",408941,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",409826,OU,BCB,M,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",412161,OU,SC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",413486,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",417138,OU,BCD,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",419031,OU,BCD,F,,NRI,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",421939,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",428804,OU,SC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",429163,OU,OC,F,,,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",720548,OU,SC,M,,NRI,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",833808,OU,OC,F,,NRI,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",917568,OU,SC,M,,NRI,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",947208,OU,OC,F,,NRI,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",948581,OU,BCA,F,,NRI,,,P1
"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL",1061343,OU,BCB,M,,NRI,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",128600,NL,BCD,M,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",136481,SVU,OC,F,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",141748,NL,OC,F,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",141992,SVU,OC,F,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",145756,AU,BCD,M,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",146710,NL,OC,F,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",147188,NL,OC,M,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",149260,NL,OC,F,,,,,P1
"NEELIMA INSTITUTE OF MEDICAL SCIENCES, GHATKESAR",152483,AU,OC,F,,,,,P1
